"Measure","Ethnicity","Ethnicity_type","Time","Time_type","Geography","Geography_type","Geography code","Gender","Age","Socio-economic classification","Household income","Value","Value_type","Sample size","Standard Error","Lower CI","Upper CI"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Thames Valley","ONS geography code","E23000029","All","16+","All","All","14.4","%","96","3.578941834","7.34","21.3727166"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South West","ONS geography code","E12000009","All","16+","All","All","20.3","%","78","4.551466928","11.34","29.18598647"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Avon and Somerset","ONS geography code","E23000036","All","16+","All","All","?","%","38","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Devon and Cornwall","ONS geography code","E23000035","All","16+","All","All","?","%","2","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dorset","ONS geography code","E23000039","All","16+","All","All","?","%","8","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gloucestershire","ONS geography code","E23000037","All","16+","All","All","?","%","20","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wiltshire","ONS geography code","E23000038","All","16+","All","All","?","%","10","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Wales","ONS geography code","W92000004","All","16+","All","All","?","%","41","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Dyfed-Powys","ONS geography code","W15000004","All","16+","All","All","?","%","3","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Gwent","ONS geography code","W15000002","All","16+","All","All","?","%","11","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Wales","ONS geography code","W15000001","All","16+","All","All","?","%","6","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Black/African/Caribbean/Black British","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Wales","ONS geography code","W15000003","All","16+","All","All","?","%","21","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","England and Wales","ONS geography code","K04000001","All","16+","All","All","15.3","%","825","1.254727587","12.88","17.80138943"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North East","ONS geography code","E12000001","All","16+","All","All","?","%","20","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cleveland","ONS geography code","E23000013","All","16+","All","All","?","%","3","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Durham","ONS geography code","E23000008","All","16+","All","All","?","%","4","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northumbria","ONS geography code","E23000007","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North West","ONS geography code","E12000002","All","16+","All","All","18.3","%","71","4.590518933","9.32","27.31419362"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cheshire","ONS geography code","E23000006","All","16+","All","All","?","%","3","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cumbria","ONS geography code","E23000002","All","16+","All","All","?","%","8","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Greater Manchester","ONS geography code","E23000005","All","16+","All","All","?","%","46","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lancashire","ONS geography code","E23000003","All","16+","All","All","?","%","5","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Merseyside","ONS geography code","E23000004","All","16+","All","All","?","%","9","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Yorkshire and the Humber","ONS geography code","E12000003","All","16+","All","All","7.1","%","67","3.144186867","0.97","13.29485661"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Humberside","ONS geography code","E23000012","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","North Yorkshire","ONS geography code","E23000009","All","16+","All","All","?","%","8","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","South Yorkshire","ONS geography code","E23000011","All","16+","All","All","?","%","23","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Yorkshire","ONS geography code","E23000010","All","16+","All","All","?","%","29","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East Midlands","ONS geography code","E12000004","All","16+","All","All","?","%","41","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Derbyshire","ONS geography code","E23000018","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Leicestershire","ONS geography code","E23000021","All","16+","All","All","?","%","10","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Lincolnshire","ONS geography code","E23000020","All","16+","All","All","?","%","5","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Northamptonshire","ONS geography code","E23000022","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Nottinghamshire","ONS geography code","E23000019","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands Region","ONS geography code","E12000005","All","16+","All","All","21.3","%","64","5.116483175","11.26","31.31276428"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Staffordshire","ONS geography code","E23000015","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Warwickshire","ONS geography code","E23000017","All","16+","All","All","?","%","4","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Mercia","ONS geography code","E23000016","All","16+","All","All","?","%","5","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","West Midlands","ONS geography code","E23000014","All","16+","All","All","?","%","48","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","East","ONS geography code","E12000006","All","16+","All","All","3.9","%","60","2.505308264","0","8.829976357"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Bedfordshire","ONS geography code","E23000026","All","16+","All","All","?","%","9","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Cambridgeshire","ONS geography code","E23000023","All","16+","All","All","?","%","13","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Essex","ONS geography code","E23000028","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Hertfordshire","ONS geography code","E23000027","All","16+","All","All","?","%","12","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Norfolk","ONS geography code","E23000024","All","16+","All","All","?","%","7","?","?","?"
"Proportion of adults who were victims of all CSEW crime (excluding fraud and computer misuse)","Other","ONS 2011  5 + 1","2014/15, 2015/16 and 2016/17","3 years combined","Suffolk","ONS geography code","E23000025","All","16+","All","All","?","%","7","?","?","?"
